run_id,run_time,type
1,0.11045297199962079,optimized
2,0.12164164700152469,optimized
3,0.1246700020001299,optimized
4,0.12357304900069721,optimized
5,0.12495994799974142,optimized
6,0.12547834100041655,optimized
7,0.12427057999957469,optimized
8,0.12990711300153635,optimized
9,0.12483860700012883,optimized
10,0.1278527659997053,optimized
11,0.12680160200034152,optimized
12,0.1262277810001251,optimized
13,0.12503926499994122,optimized
14,0.1266377480005758,optimized
15,0.1307956139989983,optimized
16,0.13794482599951152,optimized
17,0.12643483200008632,optimized
18,0.12645609200080798,optimized
19,0.127937703000498,optimized
20,0.12471957600064343,optimized
21,0.12518875500063587,optimized
22,0.13022447799994552,optimized
23,0.1273676679993514,optimized
24,0.12705026600087876,optimized
25,0.12597570799880486,optimized
26,0.12784509399898525,optimized
27,0.1290636550002091,optimized
28,0.12574676999975054,optimized
29,0.12717697299922293,optimized
30,0.12624711899843533,optimized
31,0.12574703000063892,optimized
32,0.12694932100021106,optimized
33,0.12579770699994697,optimized
34,0.12702943300064362,optimized
35,0.13755296399904182,optimized
36,0.13391538100040634,optimized
37,0.13201241100068728,optimized
38,0.12914951099992322,optimized
39,0.12603552300060983,optimized
40,0.1288129820004542,optimized
41,0.13451286399867968,optimized
42,0.12769245699928433,optimized
43,0.1743483139998716,optimized
44,0.15390364100130682,optimized
45,0.1288117060012155,optimized
46,0.12588286999925913,optimized
47,0.14958861699960835,optimized
48,0.13539075500011677,optimized
49,0.12760628900105075,optimized
50,0.14083402899996145,optimized
51,0.1364612710003712,optimized
52,0.12958566000088467,optimized
53,0.13375008000002708,optimized
54,0.13742374799949175,optimized
55,0.12915962199986097,optimized
56,0.17221433899976546,optimized
57,0.1726739580008143,optimized
58,0.14879603500048688,optimized
59,0.1370340439989377,optimized
60,0.1420265240012668,optimized
61,0.1399474800000462,optimized
62,0.1577032599998347,optimized
63,0.23417122200044105,optimized
64,0.2601539590013999,optimized
65,0.1545742300004349,optimized
66,0.1352136879995669,optimized
67,0.13299928800006455,optimized
68,0.1507684309999604,optimized
69,0.17940389400064305,optimized
70,0.1370915959996637,optimized
71,0.12494615899959172,optimized
72,0.12994436899862194,optimized
73,0.13221835299918894,optimized
74,0.12700803999905474,optimized
75,0.13011183699927642,optimized
76,0.1326034930007154,optimized
77,0.13757566000094812,optimized
78,0.12758027099880564,optimized
79,0.12610926200068207,optimized
80,0.12948952300030214,optimized
81,0.12512718899961328,optimized
82,0.1305143669997051,optimized
83,0.12855608300014865,optimized
84,0.12622217500029365,optimized
85,0.12818419299946981,optimized
86,0.12599550199956866,optimized
87,0.1328808010002831,optimized
88,0.12593169100000523,optimized
89,0.1267931349993887,optimized
90,0.1262412879987096,optimized
91,0.12830398000005516,optimized
92,0.12763585200082161,optimized
93,0.12669314199956716,optimized
94,0.12775818199952482,optimized
95,0.12705889499920886,optimized
96,0.12686007800039079,optimized
97,0.12763326399908692,optimized
98,0.12710189700010233,optimized
99,0.13018131799981347,optimized
100,0.12694661000023189,optimized
